"","data","horario","id_video","id_plataforma","alim_disp","alim_esco_capuchin","id_animal","id_especie","sex_age","n_classe","n_total","id_capuchin","alim","vocalizacao","agonismo_disputa_alimento","agonismo_deslocar","agonismo_deslocado","agonismo_ameaca","agonismo_int_intra","agonismo_int_inter","positiva_int_intra","positiva_int_inter","neutra_int_intra","neutra_int_inter"
"71",2025-07-03,1899-12-31 16:20:00,7030033,4,"abacate",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2025-07-03,1899-12-31 16:20:00,7030033,4,"abacate",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2025-07-03,1899-12-31 16:21:00,7030034,4,"abacate",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2025-07-03,1899-12-31 19:26:00,7030020,3,"manga, abacate",NA,"morcego","ni",NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
